id,title,type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm211424,Dharam Sankat Mein,MOVIE,2015-01-01,129,"['drama', 'fantasy', 'thriller', 'comedy']",['IN'],6.3,2323.0,3.762,6.8
tm230478,Brent Morin: I'm Brent Morin,MOVIE,2015-01-01,67,['comedy'],['US'],6.5,728.0,3.752,7.308
tm211273,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),MOVIE,2015-01-01,78,['comedy'],['US'],6.8,1506.0,3.518,6.8
tm227922,Anjelah Johnson: Not Fancy,MOVIE,2015-01-01,63,"['comedy', 'documentation']",['US'],5.8,731.0,3.134,4.7
tm211302,Front Cover,MOVIE,2016-01-01,87,"['comedy', 'drama', 'romance']",['US'],6.4,1059.0,2.865,6.2
tm214589,The Breakup Playlist,MOVIE,2015-01-01,117,"['romance', 'drama', 'music']",['PH'],6.5,320.0,2.737,6.8
tm283909,The Super Parental Guardians,MOVIE,2016-01-01,115,['comedy'],['PH'],4.6,231.0,2.569,5.5
ts41485,Vanished 46,SHOW,2016-01-01,63,"['scifi', 'action', 'drama', 'thriller', 'crime']",['TR'],8.2,4473.0,2.465,7.111
tm219739,The Love Affair,MOVIE,2015-01-01,125,"['drama', 'romance']",['PH'],6.3,274.0,2.42,5.7
tm198842,Souk Bazaar,MOVIE,2015-01-01,97,['comedy'],['TR'],5.2,1940.0,1.936,4.9
ts79799,Dragons: Race to the Edge,SHOW,2015-01-01,22,"['action', 'scifi', 'animation', 'family', 'comedy', 'drama', 'fantasy']",['US'],8.2,6953.0,53.846,8.201
ts41258,Cinderella and Four Knights,SHOW,2016-01-01,61,"['drama', 'comedy', 'romance']",['KR'],7.4,4405.0,20.506,7.1
ts38761,Another Miss Oh,SHOW,2016-01-01,67,"['drama', 'fantasy', 'romance', 'comedy']",['KR'],7.8,2049.0,16.67,8.179
tm148662,The Boss: Anatomy of a Crime,MOVIE,2015-01-01,98,"['drama', 'crime']","['AR', 'VE']",7.3,2298.0,14.361,7.728
ts56221,Rainbow Ruby,SHOW,2016-01-01,12,"['family', 'fantasy', 'animation', 'comedy']",['CN'],6.7,91.0,11.284,6.0
ts128895,Midnight Diner: Tokyo Stories,SHOW,2016-01-01,25,['drama'],['JP'],8.4,4452.0,10.53,7.5
ts119087,Sunny Bunnies,SHOW,2015-01-01,3,"['animation', 'family']",['BY'],6.1,114.0,9.909,2.0
ts54010,My Runway,SHOW,2016-01-01,24,"['comedy', 'drama', 'fantasy', 'romance']",['KR'],6.3,309.0,9.61,7.588
ts74929,H20: Mermaid Adventures,SHOW,2015-01-01,24,"['fantasy', 'romance', 'animation', 'comedy', 'drama', 'family', 'european']",['FR'],5.5,219.0,9.607,7.864
ts53065,One More Time,SHOW,2016-01-01,31,"['drama', 'scifi', 'fantasy']",['KR'],6.8,615.0,9.499,6.727
ts52943,The Sound of Your Heart,SHOW,2016-01-01,24,"['drama', 'comedy', 'animation']",['KR'],8.2,1270.0,9.065,7.706
ts21876,My Sunshine,SHOW,2015-01-01,45,"['drama', 'romance']",['CN'],6.6,230.0,9.001,6.433
ts55966,LEGO Friends: The Power of Friendship,SHOW,2016-01-01,23,['animation'],['US'],7.1,55.0,8.845,7.631
ts82327,Три кота,SHOW,2015-01-01,6,"['animation', 'comedy', 'family']",['RU'],7.0,115.0,7.641,5.0
ts86831,The Good Cop,SHOW,2015-01-01,28,"['comedy', 'drama']",['IL'],7.6,412.0,7.479,7.0
ts75829,Lego Bionicle: The Journey to One,SHOW,2016-01-01,20,"['animation', 'fantasy', 'scifi', 'action']",['US'],5.5,198.0,6.88,7.2
tm424879,Road To High & Low,MOVIE,2016-01-01,95,"['action', 'drama']",['JP'],6.4,232.0,6.745,7.0
tm227044,Shaandaar,MOVIE,2015-01-01,144,"['comedy', 'drama', 'romance']",['IN'],3.6,5993.0,5.997,4.8
tm245148,Jim Jefferies: Freedumb,MOVIE,2016-01-01,86,"['comedy', 'documentation']",['US'],7.7,5642.0,5.95,7.268
tm198496,Aziz Ansari: Live at Madison Square Garden,MOVIE,2015-01-01,58,['comedy'],['US'],6.6,3319.0,5.886,6.7
ts83535,Popples,SHOW,2015-01-01,25,['animation'],"['FR', 'RU', 'US']",6.1,57.0,5.78,8.0
ts81898,Kazoops!,SHOW,2016-01-01,13,"['animation', 'comedy', 'family', 'fantasy']","['GB', 'AU']",7.4,126.0,5.763,8.0
ts43341,Atelier,SHOW,2015-01-01,69,"['drama', 'documentation', 'comedy']",['JP'],5.0,7.0,5.692,7.471
ts53513,Back to 1989,SHOW,2016-01-01,44,"['scifi', 'drama']",['TW'],8.2,126.0,5.667,7.778
ts74917,72 Cutest Animals,SHOW,2016-01-01,27,['documentation'],['AU'],5.7,469.0,5.632,5.75
tm229140,Anthony Jeselnik: Thoughts and Prayers,MOVIE,2015-01-01,59,['comedy'],['US'],7.7,5515.0,5.607,7.4
ts75897,Kulipari: An Army of Frogs,SHOW,2016-01-01,24,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy']",['US'],6.9,267.0,5.305,6.5
tm451222,Lang Tong,MOVIE,2015-01-01,83,['thriller'],['SG'],4.8,388.0,5.221,3.8
tm316567,HiGH&LOW: The Red Rain,MOVIE,2016-01-01,110,"['action', 'thriller', 'drama']",['JP'],6.1,354.0,5.064,7.8
tm225675,Jeff Dunham: Unhinged in Hollywood,MOVIE,2015-01-01,60,['comedy'],['US'],6.7,767.0,4.882,6.0
ts54117,Luna Petunia,SHOW,2016-01-01,24,"['animation', 'family', 'fantasy']",['CA'],6.4,56.0,4.825,6.5
tm232267,Mike Epps: Don't Take It Personal,MOVIE,2015-01-01,60,['comedy'],['US'],4.4,298.0,4.525,4.8
ts51367,Trailer Park Boys: Out of the Park: Europe,SHOW,2016-01-01,29,"['action', 'comedy', 'crime', 'drama']",['CA'],7.0,2476.0,4.462,6.083
ts77654,Care Bears and Cousins,SHOW,2015-01-01,22,['animation'],['US'],6.8,85.0,4.433,7.625
tm235232,Misunderstanding,MOVIE,2015-01-01,120,"['romance', 'comedy']",['EG'],4.2,797.0,4.372,0.0
ts82582,The Truth Seekers,SHOW,2016-01-01,44,"['drama', 'action']",['SG'],6.9,17.0,4.298,0.0
ts42628,Netflix Presents: The Characters,SHOW,2016-01-01,31,['comedy'],['US'],5.4,909.0,4.192,4.789
tm233463,Husband Factor: Resurrection,MOVIE,2016-01-01,108,"['comedy', 'fantasy', 'romance', 'drama', 'family']",['TR'],5.7,3121.0,4.191,5.7
tm240728,Patton Oswalt: Talking for Clapping,MOVIE,2016-01-01,65,"['comedy', 'documentation']",['US'],6.8,2057.0,4.182,6.6
tm205333,You're My Boss,MOVIE,2015-01-01,116,"['comedy', 'romance']",['PH'],6.2,302.0,3.976,8.1
tm283938,Selfie 69,MOVIE,2016-01-01,116,"['romance', 'comedy', 'action', 'european']",['RO'],6.1,1700.0,3.905,6.694
tm233023,Tom Segura: Mostly Stories,MOVIE,2016-01-01,73,"['comedy', 'documentation']",['US'],7.5,3820.0,3.862,7.1
ts38812,Fearless,SHOW,2016-01-01,42,"['documentation', 'reality']",['US'],7.1,318.0,3.737,7.286
tm199987,Ralphie May: Unruly,MOVIE,2015-01-01,83,['comedy'],['US'],0.0,0.0,3.529,4.9
ts98252,Dreamworks Happy Holidays from Madagascar,SHOW,2016-01-01,31,"['family', 'animation', 'comedy']",['US'],6.5,117.0,3.42,0.0
tm242002,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,MOVIE,2016-01-01,74,['comedy'],['US'],5.9,676.0,3.159,5.545
tm218683,The Massively Mixed-Up Middle School Mystery,MOVIE,2015-01-01,39,"['thriller', 'comedy']",[],6.8,98.0,3.014,0.0
ts95803,Gecko's Garage,SHOW,2015-01-01,13,"['animation', 'family']",['GB'],5.5,35.0,3.008,5.0
tm257141,Cedric the Entertainer: Live from the Ville,MOVIE,2016-01-01,60,['comedy'],['US'],6.2,711.0,2.989,5.8
tm275726,Carlos Ballarta: el amor es de putos,MOVIE,2016-01-01,67,['comedy'],['MX'],7.1,245.0,2.98,6.5
ts83449,Love Storm,SHOW,2016-01-01,87,['family'],['TW'],5.5,329.0,2.958,9.0
tm281182,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,MOVIE,2016-01-01,87,"['comedy', 'documentation']",['US'],7.4,2725.0,2.902,7.0
tm244842,Ordinary People,MOVIE,2016-01-01,107,['drama'],['PH'],7.4,812.0,2.841,6.0
ts55223,72 Dangerous Places to Live,SHOW,2016-01-01,45,['documentation'],['AU'],6.3,412.0,2.673,5.444
tm234064,Halal Love,MOVIE,2016-01-01,95,"['drama', 'romance', 'comedy', 'european']","['DE', 'LB']",6.4,482.0,2.66,5.8
tm206875,Dohchay,MOVIE,2015-01-01,138,"['crime', 'comedy', 'action']",['IN'],5.8,701.0,2.593,3.9
tm246810,Santa Banta Pvt Ltd,MOVIE,2016-01-01,112,"['comedy', 'crime', 'drama']",['IN'],2.7,293.0,2.559,3.8
tm215265,Ave Maria,MOVIE,2015-01-01,15,['comedy'],"['DE', 'PS', 'FR']",0.0,0.0,2.53,5.9
ts54156,Chef's Table: France,SHOW,2016-01-01,46,['documentation'],['US'],8.2,1792.0,2.517,8.3
tm224275,3000 Nights,MOVIE,2016-01-01,103,['drama'],"['JO', 'LB', 'QA', 'PS', 'AE', 'FR']",7.0,820.0,2.484,6.3
ts42260,Chelsea Does,SHOW,2016-01-01,70,['documentation'],['US'],7.4,2542.0,2.384,5.846
tm811691,Thomas & Friends: Full Steam To The Rescue!,MOVIE,2016-01-01,93,['family'],['GB'],0.0,0.0,2.253,7.3
tm340927,Motu Patlu: King Of Kings,MOVIE,2016-01-01,109,"['animation', 'comedy', 'action']",['IN'],6.7,174.0,2.201,9.0
tm296203,A Chaster Marriage,MOVIE,2016-01-01,93,"['comedy', 'romance', 'family']",['TR'],5.4,874.0,2.185,5.1
tm217986,Bangistan,MOVIE,2015-01-01,135,"['drama', 'comedy']",['IN'],4.5,1352.0,2.161,6.3
tm244079,Sofía Niño de Rivera: Exposed,MOVIE,2016-01-01,80,['comedy'],['MX'],7.3,323.0,2.032,7.2
ts83454,"Have You Ever Fallen in Love, Miss Jiang?",SHOW,2016-01-01,85,['drama'],['TW'],0.0,0.0,1.92,0.0
tm350044,A Man Returned,MOVIE,2016-01-01,30,['documentation'],"['LB', 'NL', 'GB', 'DK']",0.0,0.0,1.919,5.1
tm335263,Kathleen Madigan: Bothering Jesus,MOVIE,2016-01-01,71,['comedy'],['US'],7.4,583.0,1.914,7.0
tm247396,Virunga: Gorillas in Peril,MOVIE,2015-01-01,28,['documentation'],['US'],6.6,34.0,1.864,7.0
tm628693,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",MOVIE,2016-01-01,121,['drama'],['IN'],6.6,239.0,1.805,6.0
tm233648,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,2015-01-01,74,['comedy'],['CA'],6.5,1110.0,1.764,5.294
tm282988,Dieter Nuhr: Nuhr in Berlin,MOVIE,2016-01-01,68,"['comedy', 'european']",['DE'],4.7,75.0,1.644,6.2
tm247159,The Last Egg,MOVIE,2016-01-01,95,"['romance', 'comedy', 'drama']",['VN'],4.0,118.0,1.601,6.0
tm243070,Those who fear are dead,MOVIE,2016-01-01,110,['drama'],['EG'],3.8,102.0,1.471,2.7
ts91990,The Creative Indians,SHOW,2016-01-01,29,['documentation'],['US'],8.3,47.0,1.4,9.0
tm247444,Poshter Girl,MOVIE,2016-01-01,140,['comedy'],['IN'],6.7,344.0,1.374,8.0
tm452046,Hans Teeuwen: Echte Rancune,MOVIE,2016-01-01,63,['comedy'],['NL'],0.0,0.0,1.329,6.3
tm244041,Jandino: Whatever it Takes,MOVIE,2016-01-01,94,['comedy'],"['GB', 'NL']",4.6,32.0,1.329,5.0
tm244868,The Flower of Aleppo,MOVIE,2016-01-01,100,"['drama', 'war', 'action']",['TN'],5.4,128.0,1.279,6.2
tm313374,The Tour,MOVIE,2016-01-01,93,"['comedy', 'documentation', 'european']",['CZ'],0.0,0.0,1.269,7.0
ts285233,Unchained fate,SHOW,2016-01-01,40,"['scifi', 'drama']",['MY'],0.0,0.0,1.106,0.0
tm494288,Brother Jekwu,MOVIE,2016-01-01,103,"['comedy', 'crime']",['NG'],0.0,0.0,1.104,0.0
tm421382,Lakeeran,MOVIE,2016-01-01,113,['drama'],['IN'],6.5,36.0,1.102,0.0
tm456667,Black,MOVIE,2015-01-01,90,['action'],[],4.5,83.0,0.964,0.0
tm274924,Two Degrees of Murder,MOVIE,2016-01-01,98,['drama'],['ZA'],7.1,49.0,0.964,6.0
tm540757,Project Marathwada,MOVIE,2016-01-01,110,['drama'],['IN'],6.6,92.0,0.929,0.0
tm1065283,Besieged Bread,MOVIE,2016-01-01,12,['drama'],['SY'],0.0,0.0,0.924,5.0
ts82475,The Dream Job,SHOW,2016-01-01,44,"['drama', 'family']",['SG'],6.7,17.0,0.895,0.0
tm1223831,Motu Patlu Aur Khazaane Ki Race,MOVIE,2015-01-01,75,"['animation', 'action', 'comedy']",['IN'],0.0,0.0,0.845,0.0
tm1254098,Animal,MOVIE,2016-01-01,13,[],[],0.0,0.0,0.808,0.0
tm295349,Ricardo O'Farrill: abrazo navideño,MOVIE,2016-01-01,31,['comedy'],['MX'],5.8,77.0,0.806,4.4
ts127430,StoryBots Super Songs,SHOW,2016-01-01,21,"['animation', 'family']",['US'],8.7,183.0,0.701,9.0
ts253685,Secret of Success,SHOW,2015-01-01,41,['drama'],['MY'],0.0,0.0,0.6,0.0
tm562821,Grandmother's Farm Part 2,MOVIE,2015-01-01,80,"['comedy', 'horror', 'thriller']",['AE'],5.6,68.0,0.0,0.0
tm526163,Dinosaur World,MOVIE,2015-01-01,65,"['animation', 'comedy', 'drama']",['IN'],0.0,0.0,0.0,0.0
ts249161,Tariqi: My Way,SHOW,2015-01-01,42,"['drama', 'music']",['US'],7.2,161.0,0.0,0.0
ts107658,Mind Game,SHOW,2015-01-01,44,"['action', 'crime', 'drama']","['JP', 'US']",7.1,15.0,0.0,0.0
ts79813,You,SHOW,2018-01-01,48,"['drama', 'romance', 'thriller', 'crime']",['US'],7.7,261831.0,341.151,8.118
ts81927,New Amsterdam,SHOW,2018-01-01,43,['drama'],['US'],8.0,43464.0,163.879,8.462
ts53864,Ozark,SHOW,2017-01-01,60,"['crime', 'drama', 'thriller']",['US'],8.5,322557.0,111.484,8.245
ts55668,Dark,SHOW,2017-01-01,56,"['drama', 'scifi', 'crime', 'thriller']",['DE'],8.7,401384.0,132.889,8.423
ts77795,Derry Girls,SHOW,2018-01-01,26,['comedy'],['GB'],8.5,46553.0,20.005,8.078
ts56683,The Sinner,SHOW,2017-01-01,45,"['drama', 'crime', 'thriller']",['US'],7.9,128720.0,141.568,7.463
ts78801,Cobra Kai,SHOW,2018-01-01,33,"['action', 'drama', 'comedy', 'sport']",['US'],8.5,190785.0,218.009,8.2
ts42405,Mindhunter,SHOW,2017-01-01,53,"['drama', 'crime', 'thriller']",['US'],8.6,261429.0,49.688,8.067
ts42477,Babylon Berlin,SHOW,2017-01-01,47,"['drama', 'crime', 'thriller', 'history', 'european']",['DE'],8.4,26324.0,57.447,7.833
ts81294,Manifest,SHOW,2018-01-01,42,"['scifi', 'drama', 'thriller']",['US'],7.1,71203.0,176.155,7.733
ts83970,All American,SHOW,2018-01-01,43,"['drama', 'sport']",['US'],7.6,9704.0,75.706,8.209
ts54102,Altered Carbon,SHOW,2018-01-01,52,"['scifi', 'drama', 'thriller', 'action']",['US'],7.9,174909.0,47.044,7.733
ts58433,The Haunting of Hill House,SHOW,2018-01-01,58,"['drama', 'horror', 'thriller']",['US'],8.6,252856.0,44.147,8.143
ts81884,Bodyguard,SHOW,2018-01-01,60,"['crime', 'war', 'drama', 'thriller', 'european']",['GB'],8.1,128571.0,24.971,7.836
ts77398,Lost in Space,SHOW,2018-01-01,49,"['scifi', 'action', 'drama', 'thriller', 'family']",['US'],7.3,101268.0,59.034,7.592
ts56768,Money Heist,SHOW,2017-01-01,49,"['drama', 'thriller', 'action', 'crime', 'european']",['ES'],8.2,488125.0,1.4,0.0
tm244234,Call Me by Your Name,MOVIE,2017-01-01,132,"['drama', 'romance', 'european']","['FR', 'IT', 'BR', 'US']",7.9,251347.0,46.267,8.177
ts75151,Godless,SHOW,2017-01-01,65,"['western', 'drama', 'action']",['US'],8.3,70703.0,20.35,7.724
tm244208,It,MOVIE,2017-01-01,135,"['horror', 'fantasy', 'thriller']",['US'],7.3,559932.0,54.101,7.235
ts75097,Maniac,SHOW,2018-01-01,39,"['comedy', 'drama', 'scifi']",['US'],7.7,80805.0,18.224,7.409
tm403324,Operation Finale,MOVIE,2018-01-01,124,"['thriller', 'drama', 'history', 'war']",['US'],6.6,44300.0,14.5,6.698
ts53023,Riverdale,SHOW,2017-01-01,42,"['drama', 'thriller', 'romance', 'crime']",['US'],6.6,147040.0,167.53,8.504
ts53198,One Day at a Time,SHOW,2017-01-01,28,"['comedy', 'drama']",['US'],8.2,17104.0,15.794,8.027
tm242705,Raw,MOVIE,2017-01-01,99,"['horror', 'drama', 'fantasy', 'european']","['BE', 'FR', 'US']",7.0,72460.0,26.409,7.063
ts39015,A Series of Unfortunate Events,SHOW,2017-01-01,47,"['action', 'comedy', 'drama', 'family']",['US'],7.8,62922.0,93.943,7.338
tm315858,White Boy,MOVIE,2018-01-01,82,"['documentation', 'crime']",['US'],7.2,1864.0,3.823,7.2
tm315174,Phantom Thread,MOVIE,2018-01-01,130,"['drama', 'romance']","['US', 'GB']",7.4,136288.0,14.725,7.297
ts75879,Big Mouth,SHOW,2017-01-01,27,"['animation', 'romance', 'comedy']",['US'],7.9,82428.0,59.674,7.836
ts53663,Workin' Moms,SHOW,2017-01-01,23,"['comedy', 'drama']",['CA'],7.8,18915.0,32.58,7.578
ts78305,Elite,SHOW,2018-01-01,49,"['crime', 'drama', 'thriller']",['ES'],7.3,82524.0,229.289,8.089
ts55720,GLOW,SHOW,2017-01-01,34,"['drama', 'sport', 'comedy', 'reality']",['US'],8.0,47733.0,12.192,7.271
ts81064,Legacies,SHOW,2018-01-01,41,"['scifi', 'drama', 'fantasy', 'horror']",['US'],7.3,33335.0,182.116,8.516
ts77955,Somebody Feed Phil,SHOW,2018-01-01,51,['documentation'],['US'],8.3,5944.0,5.134,7.5
ts55982,Anne with an E,SHOW,2017-01-01,46,"['drama', 'family']",['CA'],8.7,57921.0,87.564,8.708
ts77030,MTV Floribama Shore,SHOW,2017-01-01,41,['reality'],['US'],5.2,921.0,16.318,8.261
ts82597,The Dragon Prince,SHOW,2018-01-01,26,"['action', 'scifi', 'drama', 'family', 'fantasy', 'thriller', 'animation']",['US'],8.3,24590.0,34.721,8.3
tm406111,The Debt Collector,MOVIE,2018-01-01,96,"['action', 'comedy']","['GB', 'US']",5.8,8127.0,17.643,5.87
ts56969,Atypical,SHOW,2017-01-01,31,"['drama', 'comedy']",['US'],8.3,81643.0,33.924,8.209
ts80856,Chilling Adventures of Sabrina,SHOW,2018-01-01,57,"['scifi', 'drama', 'thriller', 'fantasy', 'horror']",['US'],7.4,98700.0,81.912,8.272
ts76243,The End of the F***ing World,SHOW,2017-01-01,21,"['drama', 'comedy', 'crime', 'romance', 'thriller']",['GB'],8.0,198042.0,37.945,8.14
ts80523,Aggretsuko,SHOW,2018-01-01,17,"['comedy', 'romance', 'animation', 'drama', 'music']",['JP'],8.0,6746.0,28.093,7.245
ts57850,HAPPY!,SHOW,2017-01-01,43,"['action', 'scifi', 'thriller', 'comedy', 'crime', 'fantasy']",['US'],8.1,40235.0,16.902,7.393
tm318206,Den of Thieves,MOVIE,2018-01-01,139,"['thriller', 'crime', 'drama', 'action']",['US'],7.0,115794.0,41.649,6.759
ts78356,The Rain,SHOW,2018-01-01,43,"['scifi', 'drama', 'thriller']",['DK'],7.3,616.0,49.791,7.4
ts54054,Imposters,SHOW,2017-01-01,43,"['drama', 'comedy', 'thriller', 'crime']",['US'],7.8,14216.0,21.709,7.3
tm436844,The Christmas Chronicles,MOVIE,2018-01-01,103,"['comedy', 'fantasy', 'family']",['US'],7.0,77376.0,16.145,7.169
tm272060,What Happened to Monday,MOVIE,2017-01-01,123,"['thriller', 'drama', 'scifi', 'action', 'crime', 'fantasy']","['RO', 'GB', 'BE', 'DE', 'FR']",6.8,126512.0,33.332,7.173
ts53545,Santa Clarita Diet,SHOW,2017-01-01,29,"['thriller', 'horror', 'comedy']",['US'],7.8,70415.0,21.003,7.463
ts82892,I Am a Killer,SHOW,2018-01-01,48,"['documentation', 'crime']",['GB'],7.4,4659.0,18.298,7.0
ts82584,Rise of the Teenage Mutant Ninja Turtles,SHOW,2018-01-01,17,"['scifi', 'action', 'animation', 'family', 'comedy', 'drama', 'fantasy']",['US'],5.5,5376.0,18.899,6.3
ts57120,Good Girls,SHOW,2018-01-01,42,"['drama', 'crime', 'comedy']",['US'],7.7,54425.0,45.772,8.007
ts79229,Wild Wild Country,SHOW,2018-01-01,67,"['documentation', 'crime']",['US'],8.1,32255.0,13.933,7.806
ts58367,Safe,SHOW,2018-01-01,45,"['drama', 'crime', 'thriller', 'european']",['GB'],7.2,45397.0,11.59,6.929
ts80705,Evil Genius,SHOW,2018-01-01,48,"['documentation', 'crime']",['US'],7.5,29276.0,10.822,7.352
ts77824,My Next Guest Needs No Introduction With David Letterman,SHOW,2018-01-01,50,[],['US'],7.9,5948.0,9.312,7.381
tm315344,Molly's Game,MOVIE,2017-01-01,140,"['drama', 'crime', 'sport']","['CN', 'CA', 'US']",7.4,176952.0,29.009,7.1
ts84243,Baby,SHOW,2018-01-01,45,['drama'],['IT'],6.8,12001.0,30.907,7.883
ts56261,Castlevania,SHOW,2017-01-01,26,"['scifi', 'animation', 'drama', 'fantasy', 'horror', 'action']",['US'],8.3,68855.0,46.78,8.298
ts76458,Deadwind,SHOW,2018-01-01,46,"['drama', 'thriller', 'crime']",['FI'],7.3,11424.0,108.527,6.744
ts83745,Norm Macdonald Has a Show,SHOW,2018-01-01,30,['comedy'],['US'],8.5,3715.0,4.528,8.3
tm287684,The Ritual,MOVIE,2017-01-01,104,"['thriller', 'horror']","['CA', 'GB']",6.3,105599.0,43.789,6.216
tm374132,Bird Box,MOVIE,2018-01-01,124,"['drama', 'thriller', 'scifi', 'horror']",['US'],6.6,352136.0,31.568,6.863
ts83540,Paradise PD,SHOW,2018-01-01,27,"['animation', 'action', 'comedy', 'crime']",['US'],6.8,17779.0,32.336,7.502
tm312676,Leave No Trace,MOVIE,2018-01-01,109,['drama'],"['CA', 'US']",7.1,61425.0,13.928,6.785
ts55798,Stranger,SHOW,2017-01-01,64,"['drama', 'crime', 'thriller', 'romance', 'scifi', 'comedy']",['KR'],8.5,8884.0,27.315,8.545
ts72247,Disenchantment,SHOW,2018-01-01,28,"['action', 'comedy', 'fantasy', 'animation', 'scifi']",['US'],7.2,64413.0,52.949,7.482
tm266670,Disobedience,MOVIE,2018-01-01,114,"['drama', 'romance', 'european']","['US', 'GB', 'IE']",6.6,32704.0,21.248,6.992
ts84645,Medal of Honor,SHOW,2018-01-01,55,"['documentation', 'war']",['US'],8.3,1795.0,6.17,8.3
ts80617,The Protector,SHOW,2018-01-01,43,"['action', 'scifi', 'thriller', 'drama', 'fantasy', 'romance']",['TR'],6.5,35341.0,39.722,7.331
tm349006,If Beale Street Could Talk,MOVIE,2018-01-01,117,"['drama', 'romance', 'crime']",['US'],7.1,47373.0,10.487,6.972
ts74816,American Vandal,SHOW,2017-01-01,33,"['crime', 'comedy', 'drama']",['US'],8.1,31562.0,16.241,7.479
ts86164,Hero Mask,SHOW,2018-01-01,25,"['action', 'scifi', 'animation', 'crime']",['JP'],6.2,717.0,5.632,6.0
ts78382,On My Block,SHOW,2018-01-01,29,"['comedy', 'drama']",['US'],7.9,17586.0,34.24,8.5
ts57465,Dynasty,SHOW,2017-01-01,42,['drama'],['US'],7.3,23392.0,75.638,8.175
ts82559,Amazing Interiors,SHOW,2018-01-01,26,['documentation'],"['GB', 'US']",6.6,844.0,6.24,6.2
tm361759,Colette,MOVIE,2018-01-01,111,"['drama', 'romance', 'history', 'european']","['US', 'GB']",6.7,24678.0,21.627,6.949
tm321596,The Long Dumb Road,MOVIE,2018-01-01,90,['comedy'],['US'],6.1,3389.0,5.983,5.6
ts84932,Super Drags,SHOW,2018-01-01,25,"['comedy', 'fantasy', 'animation']",['BR'],5.5,1838.0,3.297,5.148
tm340994,Mile 22,MOVIE,2018-01-01,95,"['action', 'thriller']","['CN', 'CO', 'US']",6.1,82147.0,25.203,6.2
tm406864,Peppermint,MOVIE,2018-01-01,100,"['thriller', 'action', 'drama', 'crime']","['US', 'CN']",6.5,66680.0,20.211,6.706
ts56933,The New Legends of Monkey,SHOW,2018-01-01,26,"['scifi', 'action', 'comedy', 'fantasy']",['NZ'],6.5,4614.0,26.734,7.179
tm368538,MILF,MOVIE,2018-01-01,96,"['comedy', 'european']","['BE', 'FR']",4.8,6663.0,12.661,5.8
ts58175,She's Gotta Have It,SHOW,2017-01-01,35,['comedy'],['US'],6.9,4844.0,12.839,6.382
ts84280,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018-01-01,25,"['animation', 'drama', 'fantasy', 'romance', 'thriller']",['JP'],8.1,13191.0,54.325,8.654
tm348568,Jerry Before Seinfeld,MOVIE,2017-01-01,61,"['comedy', 'documentation']",['US'],7.0,5835.0,7.071,7.014
tm350379,Ghostland,MOVIE,2018-01-01,91,"['horror', 'thriller', 'drama', 'european']","['FR', 'CA']",6.4,34614.0,26.709,7.342
ts83247,Stay Here,SHOW,2018-01-01,32,['reality'],['US'],7.5,1146.0,2.862,6.286
tm298846,The Incredible Jessica James,MOVIE,2017-01-01,83,['comedy'],['US'],6.5,8128.0,9.212,6.2
ts74809,Knightfall,SHOW,2017-01-01,44,"['action', 'drama', 'history']",['US'],6.8,20994.0,22.639,7.1
tm366820,Come Sunday,MOVIE,2018-01-01,106,['drama'],['US'],6.0,2392.0,7.068,5.9
tm244220,Darkest Hour,MOVIE,2017-01-01,125,"['drama', 'war', 'thriller', 'family', 'history']","['GB', 'US']",7.4,193208.0,30.576,7.4
ts78231,Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,2018-01-01,45,"['drama', 'history', 'music', 'thriller', 'crime']",['US'],7.8,8347.0,18.407,7.0
tm320570,Tully,MOVIE,2018-01-01,96,"['comedy', 'drama']","['US', 'CA']",7.0,57576.0,12.304,6.784
tm321628,Rip Tide,MOVIE,2017-01-01,85,"['drama', 'family', 'action', 'thriller']",['AU'],5.5,3660.0,12.397,6.1
tm412550,Set It Up,MOVIE,2018-01-01,105,"['romance', 'comedy']",['US'],6.5,56997.0,14.593,6.947
ts75263,Wormwood,SHOW,2017-01-01,43,"['crime', 'documentation', 'drama', 'fantasy']",['US'],7.0,4427.0,4.364,5.962
ts42294,13 Reasons Why,SHOW,2017-01-01,58,"['drama', 'thriller']",['US'],7.5,298446.0,72.332,7.695
ts84644,Westside,SHOW,2018-01-01,50,['reality'],['US'],6.2,168.0,1.134,4.0
ts78590,The Mechanism,SHOW,2018-01-01,46,"['drama', 'crime', 'thriller']",['BR'],8.0,36376.0,9.896,7.2
tm244307,Bright,MOVIE,2017-01-01,117,"['thriller', 'scifi', 'crime', 'action', 'fantasy']",['US'],6.3,193029.0,20.856,6.166
tm313149,12 Strong,MOVIE,2018-01-01,130,"['drama', 'action', 'history', 'war']",['US'],6.5,84625.0,39.565,6.207
ts78145,Drug Lords,SHOW,2018-01-01,44,['documentation'],['US'],6.8,1408.0,7.183,7.3
ts85732,The Final Table,SHOW,2018-01-01,55,['reality'],['US'],7.6,4399.0,4.685,6.6
